pic_id,sample_size,test_param,param_value,p_value,obs_plot_location,pic_name,experiment,difficulty,data_name
11,3,turk16-plain,k-3-sdline-0.25-sdgroup-0.25,line-0.84580-cluster-0.91407,"1, 9",Images/Lineups/svgs/f1594cca4ef3093080620dc0f4a755e4.svg,turk16,110,set-2-k-3-sdline-0.25-sdgroup-0.25
12,3,turk16-color,k-3-sdline-0.25-sdgroup-0.25,line-0.84580-cluster-0.91407,"1, 9",Images/Lineups/svgs/9c6fc7c8dabbaf76b8451e7550aebb7f.svg,turk16,111,set-2-k-3-sdline-0.25-sdgroup-0.25
13,3,turk16-shape,k-3-sdline-0.25-sdgroup-0.25,line-0.84580-cluster-0.91407,"1, 9",Images/Lineups/svgs/af708dc8f6739d7eac9056215daa6c57.svg,turk16,112,set-2-k-3-sdline-0.25-sdgroup-0.25
14,3,turk16-colorShape,k-3-sdline-0.25-sdgroup-0.25,line-0.84580-cluster-0.91407,"1, 9",Images/Lineups/svgs/5dd683e9749ff950a22dcee2b88952f8.svg,turk16,113,set-2-k-3-sdline-0.25-sdgroup-0.25
15,3,turk16-colorEllipse,k-3-sdline-0.25-sdgroup-0.25,line-0.84580-cluster-0.91407,"1, 9",Images/Lineups/svgs/2a63105ecbed37f4fc582beacbb388b7.svg,turk16,114,set-2-k-3-sdline-0.25-sdgroup-0.25
16,3,turk16-colorShapeEllipse,k-3-sdline-0.25-sdgroup-0.25,line-0.84580-cluster-0.91407,"1, 9",Images/Lineups/svgs/857c112deca3cafa8016755a7f6bca94.svg,turk16,115,set-2-k-3-sdline-0.25-sdgroup-0.25
17,3,turk16-trend,k-3-sdline-0.25-sdgroup-0.25,line-0.84580-cluster-0.91407,"1, 9",Images/Lineups/svgs/07aa162a1b86d00f73ce08e35267f1af.svg,turk16,116,set-2-k-3-sdline-0.25-sdgroup-0.25
18,3,turk16-trendError,k-3-sdline-0.25-sdgroup-0.25,line-0.84580-cluster-0.91407,"1, 9",Images/Lineups/svgs/db3dfa694cefbc7d1fb24e23b839d996.svg,turk16,117,set-2-k-3-sdline-0.25-sdgroup-0.25
19,3,turk16-colorTrend,k-3-sdline-0.25-sdgroup-0.25,line-0.84580-cluster-0.91407,"1, 9",Images/Lineups/svgs/45c3413cd068c042437ae545ce6668dc.svg,turk16,118,set-2-k-3-sdline-0.25-sdgroup-0.25
20,3,turk16-colorEllipseTrendError,k-3-sdline-0.25-sdgroup-0.25,line-0.84580-cluster-0.91407,"1, 9",Images/Lineups/svgs/a7a3e7421ba0b594d7db8d2418af3f22.svg,turk16,119,set-2-k-3-sdline-0.25-sdgroup-0.25
21,3,turk16-plain,k-3-sdline-0.25-sdgroup-0.25,line-0.85791-cluster-0.92514,"14, 4",Images/Lineups/svgs/c08ad88730f0f302d2f2aaece7081cb5.svg,turk16,110,set-3-k-3-sdline-0.25-sdgroup-0.25
22,3,turk16-color,k-3-sdline-0.25-sdgroup-0.25,line-0.85791-cluster-0.92514,"14, 4",Images/Lineups/svgs/8690ce86082abe2755c41dd63c8315e1.svg,turk16,111,set-3-k-3-sdline-0.25-sdgroup-0.25
23,3,turk16-shape,k-3-sdline-0.25-sdgroup-0.25,line-0.85791-cluster-0.92514,"14, 4",Images/Lineups/svgs/2ac99df91966b52c6a009a282bee22e8.svg,turk16,112,set-3-k-3-sdline-0.25-sdgroup-0.25
24,3,turk16-colorShape,k-3-sdline-0.25-sdgroup-0.25,line-0.85791-cluster-0.92514,"14, 4",Images/Lineups/svgs/d4ed2485e76814d0bbad4041cd2b26f5.svg,turk16,113,set-3-k-3-sdline-0.25-sdgroup-0.25
25,3,turk16-colorEllipse,k-3-sdline-0.25-sdgroup-0.25,line-0.85791-cluster-0.92514,"14, 4",Images/Lineups/svgs/fe6fc9871798861b9a20e2d07a473888.svg,turk16,114,set-3-k-3-sdline-0.25-sdgroup-0.25
26,3,turk16-colorShapeEllipse,k-3-sdline-0.25-sdgroup-0.25,line-0.85791-cluster-0.92514,"14, 4",Images/Lineups/svgs/bd580c74bdfa0644e76f6ba3c273f905.svg,turk16,115,set-3-k-3-sdline-0.25-sdgroup-0.25
27,3,turk16-trend,k-3-sdline-0.25-sdgroup-0.25,line-0.85791-cluster-0.92514,"14, 4",Images/Lineups/svgs/6dc937c4d6aa0f67d3add767d96c1af7.svg,turk16,116,set-3-k-3-sdline-0.25-sdgroup-0.25
28,3,turk16-trendError,k-3-sdline-0.25-sdgroup-0.25,line-0.85791-cluster-0.92514,"14, 4",Images/Lineups/svgs/c1e4a21e6bf0277d0b72664c34f49685.svg,turk16,117,set-3-k-3-sdline-0.25-sdgroup-0.25
29,3,turk16-colorTrend,k-3-sdline-0.25-sdgroup-0.25,line-0.85791-cluster-0.92514,"14, 4",Images/Lineups/svgs/9ba3e9ca88bf7b94f19d48124c263794.svg,turk16,118,set-3-k-3-sdline-0.25-sdgroup-0.25
30,3,turk16-colorEllipseTrendError,k-3-sdline-0.25-sdgroup-0.25,line-0.85791-cluster-0.92514,"14, 4",Images/Lineups/svgs/4c9b5ac34d201355acc0536a6229ef83.svg,turk16,119,set-3-k-3-sdline-0.25-sdgroup-0.25
31,3,turk16-plain,k-3-sdline-0.25-sdgroup-0.30,line-0.85488-cluster-0.87696,"12, 9",Images/Lineups/svgs/6df50d288f62e573470bc93f1e777204.svg,turk16,140,set-4-k-3-sdline-0.25-sdgroup-0.30
32,3,turk16-color,k-3-sdline-0.25-sdgroup-0.30,line-0.85488-cluster-0.87696,"12, 9",Images/Lineups/svgs/bf2ac804482e509fe49f31f23458b0ff.svg,turk16,141,set-4-k-3-sdline-0.25-sdgroup-0.30
33,3,turk16-shape,k-3-sdline-0.25-sdgroup-0.30,line-0.85488-cluster-0.87696,"12, 9",Images/Lineups/svgs/3ce9807412241b0e2d2d78e6cab2d213.svg,turk16,142,set-4-k-3-sdline-0.25-sdgroup-0.30
34,3,turk16-colorShape,k-3-sdline-0.25-sdgroup-0.30,line-0.85488-cluster-0.87696,"12, 9",Images/Lineups/svgs/4c01b631380e0eb08a2efa6ce2334d91.svg,turk16,143,set-4-k-3-sdline-0.25-sdgroup-0.30
35,3,turk16-colorEllipse,k-3-sdline-0.25-sdgroup-0.30,line-0.85488-cluster-0.87696,"12, 9",Images/Lineups/svgs/65456c1f56fdfdc08410fc299c073e46.svg,turk16,144,set-4-k-3-sdline-0.25-sdgroup-0.30
36,3,turk16-colorShapeEllipse,k-3-sdline-0.25-sdgroup-0.30,line-0.85488-cluster-0.87696,"12, 9",Images/Lineups/svgs/3f50693a5c9a1ce003d7dafa785d994c.svg,turk16,145,set-4-k-3-sdline-0.25-sdgroup-0.30
37,3,turk16-trend,k-3-sdline-0.25-sdgroup-0.30,line-0.85488-cluster-0.87696,"12, 9",Images/Lineups/svgs/55f289f97339904e3c737599d227cd0a.svg,turk16,146,set-4-k-3-sdline-0.25-sdgroup-0.30
38,3,turk16-trendError,k-3-sdline-0.25-sdgroup-0.30,line-0.85488-cluster-0.87696,"12, 9",Images/Lineups/svgs/d658bb724ad493d16aa12e52a19e5bd9.svg,turk16,147,set-4-k-3-sdline-0.25-sdgroup-0.30
39,3,turk16-colorTrend,k-3-sdline-0.25-sdgroup-0.30,line-0.85488-cluster-0.87696,"12, 9",Images/Lineups/svgs/87cc8f4925f93e405fc8a347c9f9f8fe.svg,turk16,148,set-4-k-3-sdline-0.25-sdgroup-0.30
40,3,turk16-colorEllipseTrendError,k-3-sdline-0.25-sdgroup-0.30,line-0.85488-cluster-0.87696,"12, 9",Images/Lineups/svgs/302017fdf766c244a5987833bfadc4b3.svg,turk16,149,set-4-k-3-sdline-0.25-sdgroup-0.30
41,3,turk16-plain,k-3-sdline-0.25-sdgroup-0.30,line-0.85496-cluster-0.88152,"19, 12",Images/Lineups/svgs/8ca24f0ef7c9bb3a607e48592e44940b.svg,turk16,140,set-5-k-3-sdline-0.25-sdgroup-0.30
42,3,turk16-color,k-3-sdline-0.25-sdgroup-0.30,line-0.85496-cluster-0.88152,"19, 12",Images/Lineups/svgs/cb4bb4a7141622de4e671f84f2e6943f.svg,turk16,141,set-5-k-3-sdline-0.25-sdgroup-0.30
43,3,turk16-shape,k-3-sdline-0.25-sdgroup-0.30,line-0.85496-cluster-0.88152,"19, 12",Images/Lineups/svgs/de120f4ef0529af23c1ee274d9d7f1d9.svg,turk16,142,set-5-k-3-sdline-0.25-sdgroup-0.30
44,3,turk16-colorShape,k-3-sdline-0.25-sdgroup-0.30,line-0.85496-cluster-0.88152,"19, 12",Images/Lineups/svgs/010d4510e3d00ceafc97a9cc02715bd9.svg,turk16,143,set-5-k-3-sdline-0.25-sdgroup-0.30
45,3,turk16-colorEllipse,k-3-sdline-0.25-sdgroup-0.30,line-0.85496-cluster-0.88152,"19, 12",Images/Lineups/svgs/a4c46de9266b0d2ead3df5ac1ca1db57.svg,turk16,144,set-5-k-3-sdline-0.25-sdgroup-0.30
46,3,turk16-colorShapeEllipse,k-3-sdline-0.25-sdgroup-0.30,line-0.85496-cluster-0.88152,"19, 12",Images/Lineups/svgs/d67bc955c41b5eeec0c80eefe8487456.svg,turk16,145,set-5-k-3-sdline-0.25-sdgroup-0.30
47,3,turk16-trend,k-3-sdline-0.25-sdgroup-0.30,line-0.85496-cluster-0.88152,"19, 12",Images/Lineups/svgs/81e80b5ad3cf81d3a3ae93c181b4f55e.svg,turk16,146,set-5-k-3-sdline-0.25-sdgroup-0.30
48,3,turk16-trendError,k-3-sdline-0.25-sdgroup-0.30,line-0.85496-cluster-0.88152,"19, 12",Images/Lineups/svgs/22bbabfb09460c9f6a0bc8b3c6553c21.svg,turk16,147,set-5-k-3-sdline-0.25-sdgroup-0.30
49,3,turk16-colorTrend,k-3-sdline-0.25-sdgroup-0.30,line-0.85496-cluster-0.88152,"19, 12",Images/Lineups/svgs/bc170c7687e39cc898317129c5700a83.svg,turk16,148,set-5-k-3-sdline-0.25-sdgroup-0.30
50,3,turk16-colorEllipseTrendError,k-3-sdline-0.25-sdgroup-0.30,line-0.85496-cluster-0.88152,"19, 12",Images/Lineups/svgs/7531bda60d632f7469429cb350328f4b.svg,turk16,149,set-5-k-3-sdline-0.25-sdgroup-0.30
51,3,turk16-plain,k-3-sdline-0.25-sdgroup-0.30,line-0.83057-cluster-0.89883,"1, 14",Images/Lineups/svgs/b01eecde9242f2a7fadddfc70e18b201.svg,turk16,140,set-6-k-3-sdline-0.25-sdgroup-0.30
52,3,turk16-color,k-3-sdline-0.25-sdgroup-0.30,line-0.83057-cluster-0.89883,"1, 14",Images/Lineups/svgs/20442a0f25b0da1a399d98ea58a4c5d6.svg,turk16,141,set-6-k-3-sdline-0.25-sdgroup-0.30
53,3,turk16-shape,k-3-sdline-0.25-sdgroup-0.30,line-0.83057-cluster-0.89883,"1, 14",Images/Lineups/svgs/53a04fdff241eb3902159bb32c74ac79.svg,turk16,142,set-6-k-3-sdline-0.25-sdgroup-0.30
54,3,turk16-colorShape,k-3-sdline-0.25-sdgroup-0.30,line-0.83057-cluster-0.89883,"1, 14",Images/Lineups/svgs/1fceecb88aa8ea2bb43ef718b1d35b2a.svg,turk16,143,set-6-k-3-sdline-0.25-sdgroup-0.30
55,3,turk16-colorEllipse,k-3-sdline-0.25-sdgroup-0.30,line-0.83057-cluster-0.89883,"1, 14",Images/Lineups/svgs/d4f62c983a5bcedd6a481bc2bbea724f.svg,turk16,144,set-6-k-3-sdline-0.25-sdgroup-0.30
56,3,turk16-colorShapeEllipse,k-3-sdline-0.25-sdgroup-0.30,line-0.83057-cluster-0.89883,"1, 14",Images/Lineups/svgs/6124799ae36abec227f20ae04a5c4bc2.svg,turk16,145,set-6-k-3-sdline-0.25-sdgroup-0.30
57,3,turk16-trend,k-3-sdline-0.25-sdgroup-0.30,line-0.83057-cluster-0.89883,"1, 14",Images/Lineups/svgs/a508d350493e37353822128a28690676.svg,turk16,146,set-6-k-3-sdline-0.25-sdgroup-0.30
58,3,turk16-trendError,k-3-sdline-0.25-sdgroup-0.30,line-0.83057-cluster-0.89883,"1, 14",Images/Lineups/svgs/cd8abfa800bb5839b6f5fddf16937af5.svg,turk16,147,set-6-k-3-sdline-0.25-sdgroup-0.30
59,3,turk16-colorTrend,k-3-sdline-0.25-sdgroup-0.30,line-0.83057-cluster-0.89883,"1, 14",Images/Lineups/svgs/fd61211ee99315e6f1810afefb7bc2e2.svg,turk16,148,set-6-k-3-sdline-0.25-sdgroup-0.30
60,3,turk16-colorEllipseTrendError,k-3-sdline-0.25-sdgroup-0.30,line-0.83057-cluster-0.89883,"1, 14",Images/Lineups/svgs/1686e7e985e8e9a1aaad72a42ec03cae.svg,turk16,149,set-6-k-3-sdline-0.25-sdgroup-0.30
61,3,turk16-plain,k-3-sdline-0.25-sdgroup-0.35,line-0.85476-cluster-0.84736,"20, 13",Images/Lineups/svgs/a5fa8cc145106b21d025067025d6175e.svg,turk16,170,set-7-k-3-sdline-0.25-sdgroup-0.35
62,3,turk16-color,k-3-sdline-0.25-sdgroup-0.35,line-0.85476-cluster-0.84736,"20, 13",Images/Lineups/svgs/bc87cff2fa39267da1b1e9a007b1ca08.svg,turk16,171,set-7-k-3-sdline-0.25-sdgroup-0.35
63,3,turk16-shape,k-3-sdline-0.25-sdgroup-0.35,line-0.85476-cluster-0.84736,"20, 13",Images/Lineups/svgs/ac8e373520d0dd5bdf3b9994a5fe4b50.svg,turk16,172,set-7-k-3-sdline-0.25-sdgroup-0.35
64,3,turk16-colorShape,k-3-sdline-0.25-sdgroup-0.35,line-0.85476-cluster-0.84736,"20, 13",Images/Lineups/svgs/3a6141a1169d08d6df2e7432e62a6e77.svg,turk16,173,set-7-k-3-sdline-0.25-sdgroup-0.35
65,3,turk16-colorEllipse,k-3-sdline-0.25-sdgroup-0.35,line-0.85476-cluster-0.84736,"20, 13",Images/Lineups/svgs/1269635ed2620558462bd1609522bb8f.svg,turk16,174,set-7-k-3-sdline-0.25-sdgroup-0.35
66,3,turk16-colorShapeEllipse,k-3-sdline-0.25-sdgroup-0.35,line-0.85476-cluster-0.84736,"20, 13",Images/Lineups/svgs/69f80a54c55d332beeadc58f22e3aab9.svg,turk16,175,set-7-k-3-sdline-0.25-sdgroup-0.35
67,3,turk16-trend,k-3-sdline-0.25-sdgroup-0.35,line-0.85476-cluster-0.84736,"20, 13",Images/Lineups/svgs/5073bc47f70bbd4d432bbe9ce9d6e382.svg,turk16,176,set-7-k-3-sdline-0.25-sdgroup-0.35
68,3,turk16-trendError,k-3-sdline-0.25-sdgroup-0.35,line-0.85476-cluster-0.84736,"20, 13",Images/Lineups/svgs/7590e5c4d2b3a26b63381086cb80911e.svg,turk16,177,set-7-k-3-sdline-0.25-sdgroup-0.35
69,3,turk16-colorTrend,k-3-sdline-0.25-sdgroup-0.35,line-0.85476-cluster-0.84736,"20, 13",Images/Lineups/svgs/b2b2838b0f4517c8ade0371d88daa985.svg,turk16,178,set-7-k-3-sdline-0.25-sdgroup-0.35
70,3,turk16-colorEllipseTrendError,k-3-sdline-0.25-sdgroup-0.35,line-0.85476-cluster-0.84736,"20, 13",Images/Lineups/svgs/5b08560b31feb563a3015835ecd5cb24.svg,turk16,179,set-7-k-3-sdline-0.25-sdgroup-0.35
71,3,turk16-plain,k-3-sdline-0.25-sdgroup-0.35,line-0.85811-cluster-0.83348,"2, 15",Images/Lineups/svgs/b14335afb17568db0c5ceefa26caf3b3.svg,turk16,170,set-8-k-3-sdline-0.25-sdgroup-0.35
72,3,turk16-color,k-3-sdline-0.25-sdgroup-0.35,line-0.85811-cluster-0.83348,"2, 15",Images/Lineups/svgs/114da4bf5be9237b23a804943df1f729.svg,turk16,171,set-8-k-3-sdline-0.25-sdgroup-0.35
73,3,turk16-shape,k-3-sdline-0.25-sdgroup-0.35,line-0.85811-cluster-0.83348,"2, 15",Images/Lineups/svgs/224ee39d05b7ebb8b2db04b9feecd892.svg,turk16,172,set-8-k-3-sdline-0.25-sdgroup-0.35
74,3,turk16-colorShape,k-3-sdline-0.25-sdgroup-0.35,line-0.85811-cluster-0.83348,"2, 15",Images/Lineups/svgs/f9f89fe6ea1cef854fc3aa1003c2497b.svg,turk16,173,set-8-k-3-sdline-0.25-sdgroup-0.35
75,3,turk16-colorEllipse,k-3-sdline-0.25-sdgroup-0.35,line-0.85811-cluster-0.83348,"2, 15",Images/Lineups/svgs/bc50c6a22b7365e8e8ad873835a31a92.svg,turk16,174,set-8-k-3-sdline-0.25-sdgroup-0.35
76,3,turk16-colorShapeEllipse,k-3-sdline-0.25-sdgroup-0.35,line-0.85811-cluster-0.83348,"2, 15",Images/Lineups/svgs/fba5936e7b1b4eac81d0d9754826e235.svg,turk16,175,set-8-k-3-sdline-0.25-sdgroup-0.35
77,3,turk16-trend,k-3-sdline-0.25-sdgroup-0.35,line-0.85811-cluster-0.83348,"2, 15",Images/Lineups/svgs/e5a8cac6e540068072c1049bf061c4e2.svg,turk16,176,set-8-k-3-sdline-0.25-sdgroup-0.35
78,3,turk16-trendError,k-3-sdline-0.25-sdgroup-0.35,line-0.85811-cluster-0.83348,"2, 15",Images/Lineups/svgs/1119e8422815488df25c954274929475.svg,turk16,177,set-8-k-3-sdline-0.25-sdgroup-0.35
79,3,turk16-colorTrend,k-3-sdline-0.25-sdgroup-0.35,line-0.85811-cluster-0.83348,"2, 15",Images/Lineups/svgs/39a5843acfc879fbd0009b5adf946fe7.svg,turk16,178,set-8-k-3-sdline-0.25-sdgroup-0.35
80,3,turk16-colorEllipseTrendError,k-3-sdline-0.25-sdgroup-0.35,line-0.85811-cluster-0.83348,"2, 15",Images/Lineups/svgs/7ebb4244962ef3676588a2ab6f17b636.svg,turk16,179,set-8-k-3-sdline-0.25-sdgroup-0.35
81,3,turk16-plain,k-3-sdline-0.25-sdgroup-0.35,line-0.86715-cluster-0.82629,"2, 11",Images/Lineups/svgs/7a969b2b983164f4c673a6ebeea3a3e6.svg,turk16,170,set-9-k-3-sdline-0.25-sdgroup-0.35
82,3,turk16-color,k-3-sdline-0.25-sdgroup-0.35,line-0.86715-cluster-0.82629,"2, 11",Images/Lineups/svgs/a6f9e383a802d273679663a1147b64ef.svg,turk16,171,set-9-k-3-sdline-0.25-sdgroup-0.35
83,3,turk16-shape,k-3-sdline-0.25-sdgroup-0.35,line-0.86715-cluster-0.82629,"2, 11",Images/Lineups/svgs/1d8e54380ac456457ccfd381fa6cc123.svg,turk16,172,set-9-k-3-sdline-0.25-sdgroup-0.35
84,3,turk16-colorShape,k-3-sdline-0.25-sdgroup-0.35,line-0.86715-cluster-0.82629,"2, 11",Images/Lineups/svgs/70d8c2a32d43782cfd854e79c92161b0.svg,turk16,173,set-9-k-3-sdline-0.25-sdgroup-0.35
85,3,turk16-colorEllipse,k-3-sdline-0.25-sdgroup-0.35,line-0.86715-cluster-0.82629,"2, 11",Images/Lineups/svgs/5f25b736138f09435ec9da5ff338c4b8.svg,turk16,174,set-9-k-3-sdline-0.25-sdgroup-0.35
86,3,turk16-colorShapeEllipse,k-3-sdline-0.25-sdgroup-0.35,line-0.86715-cluster-0.82629,"2, 11",Images/Lineups/svgs/9d72a2c053f72f8596a5d45b57b6b527.svg,turk16,175,set-9-k-3-sdline-0.25-sdgroup-0.35
87,3,turk16-trend,k-3-sdline-0.25-sdgroup-0.35,line-0.86715-cluster-0.82629,"2, 11",Images/Lineups/svgs/0c5732cdaa1a19a29c72d0c1b924de69.svg,turk16,176,set-9-k-3-sdline-0.25-sdgroup-0.35
88,3,turk16-trendError,k-3-sdline-0.25-sdgroup-0.35,line-0.86715-cluster-0.82629,"2, 11",Images/Lineups/svgs/3ce035ab7a39f52ba653f0100fbfe29c.svg,turk16,177,set-9-k-3-sdline-0.25-sdgroup-0.35
89,3,turk16-colorTrend,k-3-sdline-0.25-sdgroup-0.35,line-0.86715-cluster-0.82629,"2, 11",Images/Lineups/svgs/b6daee185cfac02160ec0903bdf759ef.svg,turk16,178,set-9-k-3-sdline-0.25-sdgroup-0.35
90,3,turk16-colorEllipseTrendError,k-3-sdline-0.25-sdgroup-0.35,line-0.86715-cluster-0.82629,"2, 11",Images/Lineups/svgs/d7ee67ea45582e4d2ed4f480deecc446.svg,turk16,179,set-9-k-3-sdline-0.25-sdgroup-0.35
91,3,turk16-plain,k-3-sdline-0.35-sdgroup-0.25,line-0.77210-cluster-0.91772,"4, 1",Images/Lineups/svgs/6d1d2a15cfb93e6e2d3bdf3a651d165f.svg,turk16,120,set-10-k-3-sdline-0.35-sdgroup-0.25
92,3,turk16-color,k-3-sdline-0.35-sdgroup-0.25,line-0.77210-cluster-0.91772,"4, 1",Images/Lineups/svgs/956074127087c316664bc35e152354f5.svg,turk16,121,set-10-k-3-sdline-0.35-sdgroup-0.25
93,3,turk16-shape,k-3-sdline-0.35-sdgroup-0.25,line-0.77210-cluster-0.91772,"4, 1",Images/Lineups/svgs/1433316985c321ffa27513232194e443.svg,turk16,122,set-10-k-3-sdline-0.35-sdgroup-0.25
94,3,turk16-colorShape,k-3-sdline-0.35-sdgroup-0.25,line-0.77210-cluster-0.91772,"4, 1",Images/Lineups/svgs/65d8718810987b4e84fd869044ae5a1b.svg,turk16,123,set-10-k-3-sdline-0.35-sdgroup-0.25
95,3,turk16-colorEllipse,k-3-sdline-0.35-sdgroup-0.25,line-0.77210-cluster-0.91772,"4, 1",Images/Lineups/svgs/5563d08beea07923fd83b4a236f60166.svg,turk16,124,set-10-k-3-sdline-0.35-sdgroup-0.25
96,3,turk16-colorShapeEllipse,k-3-sdline-0.35-sdgroup-0.25,line-0.77210-cluster-0.91772,"4, 1",Images/Lineups/svgs/2d40a4d2c43f19b05f607bd671856ecb.svg,turk16,125,set-10-k-3-sdline-0.35-sdgroup-0.25
97,3,turk16-trend,k-3-sdline-0.35-sdgroup-0.25,line-0.77210-cluster-0.91772,"4, 1",Images/Lineups/svgs/947867b2b75c347c142c3ed53aae9192.svg,turk16,126,set-10-k-3-sdline-0.35-sdgroup-0.25
98,3,turk16-trendError,k-3-sdline-0.35-sdgroup-0.25,line-0.77210-cluster-0.91772,"4, 1",Images/Lineups/svgs/87664b973fcce3957b9a0377fe34023b.svg,turk16,127,set-10-k-3-sdline-0.35-sdgroup-0.25
99,3,turk16-colorTrend,k-3-sdline-0.35-sdgroup-0.25,line-0.77210-cluster-0.91772,"4, 1",Images/Lineups/svgs/5f739758504e9d2092fe6566e83d4c35.svg,turk16,128,set-10-k-3-sdline-0.35-sdgroup-0.25
100,3,turk16-colorEllipseTrendError,k-3-sdline-0.35-sdgroup-0.25,line-0.77210-cluster-0.91772,"4, 1",Images/Lineups/svgs/0923fcec5b3ac175f75e6730f68f3672.svg,turk16,129,set-10-k-3-sdline-0.35-sdgroup-0.25
101,3,turk16-plain,k-3-sdline-0.35-sdgroup-0.25,line-0.77731-cluster-0.91689,"18, 13",Images/Lineups/svgs/a472cca162d18efaca4b134a6818b793.svg,turk16,120,set-11-k-3-sdline-0.35-sdgroup-0.25
102,3,turk16-color,k-3-sdline-0.35-sdgroup-0.25,line-0.77731-cluster-0.91689,"18, 13",Images/Lineups/svgs/8bd4e0aeb38228f04aeba9af2f0ced7d.svg,turk16,121,set-11-k-3-sdline-0.35-sdgroup-0.25
103,3,turk16-shape,k-3-sdline-0.35-sdgroup-0.25,line-0.77731-cluster-0.91689,"18, 13",Images/Lineups/svgs/02af328af66f9d6d8cb3d2bdd68a2ba6.svg,turk16,122,set-11-k-3-sdline-0.35-sdgroup-0.25
104,3,turk16-colorShape,k-3-sdline-0.35-sdgroup-0.25,line-0.77731-cluster-0.91689,"18, 13",Images/Lineups/svgs/c79fa5086db834fc6d9b8f82a729527d.svg,turk16,123,set-11-k-3-sdline-0.35-sdgroup-0.25
105,3,turk16-colorEllipse,k-3-sdline-0.35-sdgroup-0.25,line-0.77731-cluster-0.91689,"18, 13",Images/Lineups/svgs/2729176a63e8c6820fa45a89f86615a8.svg,turk16,124,set-11-k-3-sdline-0.35-sdgroup-0.25
106,3,turk16-colorShapeEllipse,k-3-sdline-0.35-sdgroup-0.25,line-0.77731-cluster-0.91689,"18, 13",Images/Lineups/svgs/2f2ef43ec3304be3a8ec9cef77afacd4.svg,turk16,125,set-11-k-3-sdline-0.35-sdgroup-0.25
107,3,turk16-trend,k-3-sdline-0.35-sdgroup-0.25,line-0.77731-cluster-0.91689,"18, 13",Images/Lineups/svgs/be5729ffc16c80ec092bec5cb25405ca.svg,turk16,126,set-11-k-3-sdline-0.35-sdgroup-0.25
108,3,turk16-trendError,k-3-sdline-0.35-sdgroup-0.25,line-0.77731-cluster-0.91689,"18, 13",Images/Lineups/svgs/da89df520f5e64ee5721dbafdeceaf2e.svg,turk16,127,set-11-k-3-sdline-0.35-sdgroup-0.25
109,3,turk16-colorTrend,k-3-sdline-0.35-sdgroup-0.25,line-0.77731-cluster-0.91689,"18, 13",Images/Lineups/svgs/bab90c79ca2e4cbb14224fc98fe70f71.svg,turk16,128,set-11-k-3-sdline-0.35-sdgroup-0.25
