"description","ip_address","nick_name","age","gender","academic_study","start_time","end_time","run_time","data_name","pic_name","pic_id","test_param","param_value","rorschach","target_curvature","null_curvature","target_variability","null_variability","sample_size","obs_plot_location","response_no","correct","conf_level","choice_reason","participant_count","plot_count"
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377104.36849,1600377204.33838,99.9698901176453,"cfa150994c28aa3f4f786ef2c79d248d","plots/svg/b21d296f229330c50210253ef86d8343.svg","27","linear","target-E-Hv_null-M-Hv_r0","0","E","M","Hv","Hv",50,4,12,0,"Uncertain","Different shape",20,17
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377190.57609,1600377210.01314,19.4370517730713,"36cb6ea759ed100037a7c17fe7aef9f8","plots/svg/b19d869ea42c9da90b95bfb88880a4ba.svg","72","log","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,5,5,1,"Uncertain","Different shape",20,13
"emily-log-1","","03f5397105d524e8af0e33e4f39a95a4","31-35","Female","Graduate Degree",1600377178.15247,1600377220.04223,41.8897585868835,"33d2d102c55eab616f69731f80f59361","plots/svg/32a661921be0592163322a27fffb0d7f.svg","46","log","target-M-Lv_null-H-Lv_r0","0","M","H","Lv","Lv",50,13,2,0,"Very Uncertain","Clustering",21,7
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377130.98655,1600377224.7872,93.8006510734558,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/510fa028a59619e7c4223a77fcd11481.svg","85","linear","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,3,1,"Neutral","Different shape",20,15
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377204.35892,1600377229.41033,25.0514008998871,"33d2d102c55eab616f69731f80f59361","plots/svg/32a661921be0592163322a27fffb0d7f.svg","46","log","target-M-Lv_null-H-Lv_r0","0","M","H","Lv","Lv",50,13,13,1,"Neutral","Different slope",20,7
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377197.4911,1600377245.93609,48.4449925422668,"36cb6ea759ed100037a7c17fe7aef9f8","plots/svg/b19d869ea42c9da90b95bfb88880a4ba.svg","72","log","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,5,20,0,"Neutral","Clustering",20,13
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377210.03469,1600377246.99979,36.9651062488556,"530b0e75e0159cb73a662d174f128a8f","plots/svg/d8f0e9e7ad3bb85a35b66595afe99008.svg","30","log","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,1,1,1,"Uncertain","Different shape",20,13
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377245.9618,1600377264.17616,18.2143652439117,"530b0e75e0159cb73a662d174f128a8f","plots/svg/d8f0e9e7ad3bb85a35b66595afe99008.svg","30","log","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,1,1,1,"Very Certain","Different shape, Different slope",20,13
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377260.03914,1600377273.67436,13.6352152824402,"36cb6ea759ed100037a7c17fe7aef9f8","plots/svg/b19d869ea42c9da90b95bfb88880a4ba.svg","72","log","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,5,5,1,"Certain","Different shape",20,13
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377224.80442,1600377280.86816,56.0637428760529,"cfa150994c28aa3f4f786ef2c79d248d","plots/svg/b21d296f229330c50210253ef86d8343.svg","27","linear","target-E-Hv_null-M-Hv_r0","0","E","M","Hv","Hv",50,4,5,0,"Uncertain","Clustering",20,17
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377273.6956,1600377285.99169,12.2960863113403,"530b0e75e0159cb73a662d174f128a8f","plots/svg/d8f0e9e7ad3bb85a35b66595afe99008.svg","30","log","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,1,1,1,"Certain","Different shape",20,13
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377280.89007,1600377304.75601,23.8659439086914,"33d2d102c55eab616f69731f80f59361","plots/svg/32a661921be0592163322a27fffb0d7f.svg","46","log","target-M-Lv_null-H-Lv_r0","0","M","H","Lv","Lv",50,13,13,1,"Certain","Different shape",20,7
"emily-log-1","","a93abfeb1c52b1c4b72fb112362a72d5","26-30","Male","Graduate Degree",1600377260.00998,1600377305.02044,45.0104629993439,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/510fa028a59619e7c4223a77fcd11481.svg","85","linear","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,18,0,"Certain","Outlier(s)",20,15
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377289.27282,1600377321.66839,32.3955631256104,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/1f0c085e1e37e13eb6200dc42da30060.svg","86","log","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,7,0,"Neutral","Clustering",20,7
"emily-log-1","","03f5397105d524e8af0e33e4f39a95a4","31-35","Female","Graduate Degree",1600377261.39242,1600377325.85588,64.4634535312653,"36cb6ea759ed100037a7c17fe7aef9f8","plots/svg/b19d869ea42c9da90b95bfb88880a4ba.svg","72","log","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,5,5,1,"Neutral","Different shape",21,13
"emily-log-1","76.85.152.163","b23cef8f03bfceb9301ba6cd1045e3fa","26-30","Variant/Nonconforming","Some Undergraduate Courses",1600377314.28502,1600377341.47291,27.1878867149353,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/510fa028a59619e7c4223a77fcd11481.svg","85","linear","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,7,0,"Certain","Other, Variability",20,15
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377327.02133,1600377344.89264,17.8713181018829,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/1f0c085e1e37e13eb6200dc42da30060.svg","86","log","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,3,1,"Certain","Different shape",20,7
"emily-log-1","","03f5397105d524e8af0e33e4f39a95a4","31-35","Female","Graduate Degree",1600377325.88093,1600377346.62871,20.7477872371674,"530b0e75e0159cb73a662d174f128a8f","plots/svg/d8f0e9e7ad3bb85a35b66595afe99008.svg","30","log","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,1,1,1,"Certain","Different slope",21,13
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377341.43401,1600377364.17801,22.7439992427826,"36cb6ea759ed100037a7c17fe7aef9f8","plots/svg/b19d869ea42c9da90b95bfb88880a4ba.svg","72","log","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,5,5,1,"Certain","Different shape",20,13
"emily-log-1","","a93abfeb1c52b1c4b72fb112362a72d5","26-30","Male","Graduate Degree",1600377305.03908,1600377377.02785,71.988774061203,"cfa150994c28aa3f4f786ef2c79d248d","plots/svg/b21d296f229330c50210253ef86d8343.svg","27","linear","target-E-Hv_null-M-Hv_r0","0","E","M","Hv","Hv",50,4,7,0,"Neutral","Clustering",20,17
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377364.19791,1600377380.3254,16.1274929046631,"530b0e75e0159cb73a662d174f128a8f","plots/svg/d8f0e9e7ad3bb85a35b66595afe99008.svg","30","log","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,1,1,1,"Very Certain","Different shape",20,13
"emily-log-1","76.85.152.163","b23cef8f03bfceb9301ba6cd1045e3fa","26-30","Variant/Nonconforming","Some Undergraduate Courses",1600377341.53742,1600377384.31394,42.7765192985535,"7ca9d2655755d63440f26be8c1ad5b4d","plots/svg/68c67e6683ab42461c8419196da8ebfd.svg","33","linear","target-M-Lv_null-E-Lv_r0","0","M","E","Lv","Lv",50,10,10,1,"Neutral","Other, Variability",20,8
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377315.36401,1600377386.10133,70.7373123168945,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/1f0c085e1e37e13eb6200dc42da30060.svg","86","log","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,6,0,"Uncertain","Other, different variance around each x",20,7
"emily-log-1","","03f5397105d524e8af0e33e4f39a95a4","31-35","Female","Graduate Degree",1600377376.99544,1600377437.92078,60.9253447055817,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/1f0c085e1e37e13eb6200dc42da30060.svg","86","log","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,13,0,"Neutral","Clustering",21,7
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377421.43993,1600377440.55277,19.1128401756287,"f7ca5c042249457f93d15e4335abe9b2","plots/svg/bb3c9debc0cf41cde3b1161617ba0416.svg","26","log","target-E-Hv_null-M-Hv_r0","0","E","M","Hv","Hv",50,8,8,1,"Certain","Different shape",20,10
"emily-log-1","","a93abfeb1c52b1c4b72fb112362a72d5","26-30","Male","Graduate Degree",1600377377.0454,1600377441.05223,64.0068297386169,"33d2d102c55eab616f69731f80f59361","plots/svg/32a661921be0592163322a27fffb0d7f.svg","46","log","target-M-Lv_null-H-Lv_r0","0","M","H","Lv","Lv",50,13,13,1,"Neutral","Different slope",20,7
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377440.57184,1600377451.49923,10.927392244339,"195eecd1bd7203692cc7e897c310df57","plots/svg/0ff8410d375bee02b0162dd3495e8f42.svg","31","linear","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,2,2,1,"Very Certain","Different shape",20,17
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377444.5004,1600377465.43098,20.9305779933929,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/1f0c085e1e37e13eb6200dc42da30060.svg","86","log","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,3,1,"Very Certain","Different shape",20,7
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377451.52699,1600377475.65741,24.13041472435,"36cb6ea759ed100037a7c17fe7aef9f8","plots/svg/73cd74efdebedf3da386998cbbad41bb.svg","71","linear","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,5,5,1,"Neutral","Different shape",20,15
"emily-log-1","76.85.152.163","b23cef8f03bfceb9301ba6cd1045e3fa","26-30","Variant/Nonconforming","Some Undergraduate Courses",1600377447.02632,1600377478.53222,31.5059065818787,"420fb834d5617d3f847b0605cfd35946","plots/svg/07a5a20a462f619330b51b9daefeaf8b.svg","88","log","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,4,4,1,"Neutral","Outlier(s)",20,3
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377467.30225,1600377484.35457,17.0523273944855,"f7ca5c042249457f93d15e4335abe9b2","plots/svg/bb3c9debc0cf41cde3b1161617ba0416.svg","26","log","target-E-Hv_null-M-Hv_r0","0","E","M","Hv","Hv",50,8,8,1,"Certain","Different shape",20,10
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377484.37655,1600377503.90021,19.52365899086,"195eecd1bd7203692cc7e897c310df57","plots/svg/0ff8410d375bee02b0162dd3495e8f42.svg","31","linear","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,2,2,1,"Neutral","Different range, Outlier(s)",20,17
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377503.91888,1600377516.84749,12.9286019802094,"36cb6ea759ed100037a7c17fe7aef9f8","plots/svg/73cd74efdebedf3da386998cbbad41bb.svg","71","linear","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,5,5,1,"Certain","Different shape, Different slope",20,15
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377475.68597,1600377520.52819,44.8422238826752,"33d2d102c55eab616f69731f80f59361","plots/svg/21f956564842bf8729fd42c4377c1432.svg","45","linear","target-M-Lv_null-H-Lv_r0","0","M","H","Lv","Lv",50,13,17,0,"Neutral","Different range",20,6
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377508.68809,1600377528.10426,19.4161658287048,"f7ca5c042249457f93d15e4335abe9b2","plots/svg/bb3c9debc0cf41cde3b1161617ba0416.svg","26","log","target-E-Hv_null-M-Hv_r0","0","E","M","Hv","Hv",50,8,8,1,"Certain","Clustering",20,10
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377520.55151,1600377529.39702,8.84551286697388,"596f3aee603c132e0a756acdae3a3677","plots/svg/411cfc89e5502c4a0ec93de0ad850169.svg","66","log","target-H-Lv_null-E-Lv_r0","0","H","E","Lv","Lv",50,2,2,1,"Very Certain","Different slope",20,11
"emily-log-1","","a93abfeb1c52b1c4b72fb112362a72d5","26-30","Male","Graduate Degree",1600377508.29787,1600377559.43995,51.1420817375183,"36cb6ea759ed100037a7c17fe7aef9f8","plots/svg/b19d869ea42c9da90b95bfb88880a4ba.svg","72","log","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,5,7,0,"Certain","Different range",20,13
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377516.86772,1600377566.34168,49.4739656448364,"33d2d102c55eab616f69731f80f59361","plots/svg/21f956564842bf8729fd42c4377c1432.svg","45","linear","target-M-Lv_null-H-Lv_r0","0","M","H","Lv","Lv",50,13,17,0,"Uncertain","Different slope",20,6
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377528.12341,1600377567.88537,39.7619607448578,"195eecd1bd7203692cc7e897c310df57","plots/svg/0ff8410d375bee02b0162dd3495e8f42.svg","31","linear","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,2,2,1,"Certain","Different shape",20,17
"emily-log-1","76.85.152.163","b23cef8f03bfceb9301ba6cd1045e3fa","26-30","Variant/Nonconforming","Some Undergraduate Courses",1600377557.73372,1600377573.90801,16.1742887496948,"38fb20f2d26bd725a35fea36a4586a70","plots/svg/562d6d2d5ec4ef3e86ee0057baa1ae6f.svg","52","log","target-M-Hv_null-E-Hv_r0","0","M","E","Hv","Hv",50,19,19,1,"Certain","Different slope",20,8
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377566.36219,1600377578.93807,12.5758810043335,"596f3aee603c132e0a756acdae3a3677","plots/svg/411cfc89e5502c4a0ec93de0ad850169.svg","66","log","target-H-Lv_null-E-Lv_r0","0","H","E","Lv","Lv",50,2,2,1,"Very Certain","Different shape",20,11
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377567.90916,1600377584.38183,16.4726729393005,"36cb6ea759ed100037a7c17fe7aef9f8","plots/svg/73cd74efdebedf3da386998cbbad41bb.svg","71","linear","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,5,5,1,"Uncertain","Different shape",20,15
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377596.42932,1600377609.06806,12.638738155365,"1ff47eefa30fb6c95125c42aa1cd42d9","plots/svg/52a75b399769bbb9544c1a853bee853e.svg","67","linear","target-H-Lv_null-E-Lv_r0","0","H","E","Lv","Lv",50,12,12,1,"Certain","Different shape",20,9
"emily-log-1","76.85.152.163","b23cef8f03bfceb9301ba6cd1045e3fa","26-30","Variant/Nonconforming","Some Undergraduate Courses",1600377573.93007,1600377610.5713,36.6412332057953,"525dba41da083cabca7271194c5feebb","plots/svg/d7a05d4d670474a6ce665700bb520f41.svg","62","log","target-M-Hv_null-H-Hv_r0","0","M","H","Hv","Hv",50,16,7,0,"Uncertain","Outlier(s)",20,5
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377593.0359,1600377611.46436,18.4284605979919,"1ff47eefa30fb6c95125c42aa1cd42d9","plots/svg/52a75b399769bbb9544c1a853bee853e.svg","67","linear","target-H-Lv_null-E-Lv_r0","0","H","E","Lv","Lv",50,12,12,1,"Certain","Different slope",20,9
"emily-log-1","","a93abfeb1c52b1c4b72fb112362a72d5","26-30","Male","Graduate Degree",1600377559.45961,1600377623.16797,63.7083561420441,"530b0e75e0159cb73a662d174f128a8f","plots/svg/d8f0e9e7ad3bb85a35b66595afe99008.svg","30","log","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,1,1,1,"Certain","Different shape, Different slope",20,13
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377613.20967,1600377627.41826,14.2085902690887,"f7ca5c042249457f93d15e4335abe9b2","plots/svg/bb3c9debc0cf41cde3b1161617ba0416.svg","26","log","target-E-Hv_null-M-Hv_r0","0","E","M","Hv","Hv",50,8,8,1,"Neutral","Different shape",20,10
"emily-log-1","76.85.152.163","b23cef8f03bfceb9301ba6cd1045e3fa","26-30","Variant/Nonconforming","Some Undergraduate Courses",1600377610.60978,1600377632.48421,21.8744256496429,"53b8c6d636469d3e51d408f72133f6ea","plots/svg/d32e11375f5ecd55915c1c1d30387f1c.svg","70","log","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,20,20,1,"Neutral","Different shape",20,3
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377584.40178,1600377648.53523,64.1334483623505,"33d2d102c55eab616f69731f80f59361","plots/svg/21f956564842bf8729fd42c4377c1432.svg","45","linear","target-M-Lv_null-H-Lv_r0","0","M","H","Lv","Lv",50,13,5,0,"Very Uncertain","Clustering",20,6
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377627.43847,1600377659.89872,32.460248708725,"195eecd1bd7203692cc7e897c310df57","plots/svg/0ff8410d375bee02b0162dd3495e8f42.svg","31","linear","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,2,2,1,"Certain","Different shape",20,17
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377648.55749,1600377661.17939,12.6219027042389,"596f3aee603c132e0a756acdae3a3677","plots/svg/411cfc89e5502c4a0ec93de0ad850169.svg","66","log","target-H-Lv_null-E-Lv_r0","0","H","E","Lv","Lv",50,2,2,1,"Certain","Different shape",20,11
"emily-log-1","","03f5397105d524e8af0e33e4f39a95a4","31-35","Female","Graduate Degree",1600377617.55897,1600377665.72885,48.1698756217957,"f7ca5c042249457f93d15e4335abe9b2","plots/svg/bb3c9debc0cf41cde3b1161617ba0416.svg","26","log","target-E-Hv_null-M-Hv_r0","0","E","M","Hv","Hv",50,8,14,0,"Neutral","Clustering, Different range",21,10
"emily-log-1","","03f5397105d524e8af0e33e4f39a95a4","31-35","Female","Graduate Degree",1600377665.74955,1600377685.32759,19.5780434608459,"195eecd1bd7203692cc7e897c310df57","plots/svg/0ff8410d375bee02b0162dd3495e8f42.svg","31","linear","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,2,2,1,"Certain","Different shape, Outlier(s)",21,17
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377659.9194,1600377690.72783,30.8084228038788,"36cb6ea759ed100037a7c17fe7aef9f8","plots/svg/73cd74efdebedf3da386998cbbad41bb.svg","71","linear","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,5,5,1,"Uncertain","Different shape",20,15
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377692.01333,1600377703.5427,11.5293660163879,"1ff47eefa30fb6c95125c42aa1cd42d9","plots/svg/52a75b399769bbb9544c1a853bee853e.svg","67","linear","target-H-Lv_null-E-Lv_r0","0","H","E","Lv","Lv",50,12,4,0,"Uncertain","Different range",20,9
"emily-log-1","76.85.152.163","b23cef8f03bfceb9301ba6cd1045e3fa","26-30","Variant/Nonconforming","Some Undergraduate Courses",1600377672.04899,1600377706.81207,34.7630789279938,"7807342e7e9e2b9b26884d7213a726d6","plots/svg/6a71861d2367c40b784793863df4e042.svg","48","log","target-M-Lv_null-H-Lv_r0","0","M","H","Lv","Lv",50,19,9,0,"Neutral","Different shape",20,2
"emily-log-1","76.85.152.163","b23cef8f03bfceb9301ba6cd1045e3fa","26-30","Variant/Nonconforming","Some Undergraduate Courses",1600377706.84611,1600377719.20379,12.3576786518097,"525dba41da083cabca7271194c5feebb","plots/svg/d14c5b921b83c8f3f548e7989e470328.svg","61","linear","target-M-Hv_null-H-Hv_r0","0","M","H","Hv","Hv",50,16,16,1,"Neutral","Different shape",20,4
"emily-log-1","","03f5397105d524e8af0e33e4f39a95a4","31-35","Female","Graduate Degree",1600377685.35729,1600377720.08062,34.72332239151,"36cb6ea759ed100037a7c17fe7aef9f8","plots/svg/73cd74efdebedf3da386998cbbad41bb.svg","71","linear","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,5,5,1,"Uncertain","Different slope",21,15
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377690.75004,1600377725.99721,35.2471663951874,"33d2d102c55eab616f69731f80f59361","plots/svg/21f956564842bf8729fd42c4377c1432.svg","45","linear","target-M-Lv_null-H-Lv_r0","0","M","H","Lv","Lv",50,13,17,0,"Uncertain","Different range",20,6
"emily-log-1","76.85.152.163","b23cef8f03bfceb9301ba6cd1045e3fa","26-30","Variant/Nonconforming","Some Undergraduate Courses",1600377719.22503,1600377726.02002,6.79499077796936,"4604ba0f40a6b6d7ae8d56a595045286","plots/svg/b481bbcfd0ead1e83c376c838fdc8e43.svg","14","log","target-E-Lv_null-H-Lv_r0","0","E","H","Lv","Lv",50,4,4,1,"Neutral","Different shape",20,5
"emily-log-1","76.85.152.163","b23cef8f03bfceb9301ba6cd1045e3fa","26-30","Variant/Nonconforming","Some Undergraduate Courses",1600377726.04341,1600377736.14814,10.1047222614288,"7ca9d2655755d63440f26be8c1ad5b4d","plots/svg/fda27cccc0e96a326a7eb092260d736e.svg","34","log","target-M-Lv_null-E-Lv_r0","0","M","E","Lv","Lv",50,10,10,1,"Neutral","Different shape",20,6
"emily-log-1","","a93abfeb1c52b1c4b72fb112362a72d5","26-30","Male","Graduate Degree",1600377676.29856,1600377738.17841,61.8798418045044,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/1f0c085e1e37e13eb6200dc42da30060.svg","86","log","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,5,0,"Neutral","Clustering",20,7
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377726.02156,1600377739.1379,13.1163420677185,"596f3aee603c132e0a756acdae3a3677","plots/svg/411cfc89e5502c4a0ec93de0ad850169.svg","66","log","target-H-Lv_null-E-Lv_r0","0","H","E","Lv","Lv",50,2,2,1,"Very Certain","Different shape",20,11
