"description","ip_address","nick_name","age","gender","academic_study","start_time","end_time","run_time","data_name","pic_name","pic_id","test_param","param_value","rorschach","target_curvature","null_curvature","target_variability","null_variability","sample_size","obs_plot_location","response_no","correct","conf_level","choice_reason","participant_count","plot_count"
"emily-log-1","","ebfca48aa2c30c1a71a86515ffa07323","26-30","Female","Graduate Degree",1600377146.6305,1600377161.75089,15.1203939914703,"cfa150994c28aa3f4f786ef2c79d248d","plots/svg/b21d296f229330c50210253ef86d8343.svg","27","linear","target-E-Hv_null-M-Hv_r0","0","E","M","Hv","Hv",50,4,10,0,"Certain","Different shape",4,17
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377139.1164,1600377167.72651,28.610116481781,"33d2d102c55eab616f69731f80f59361","plots/svg/32a661921be0592163322a27fffb0d7f.svg","46","log","target-M-Lv_null-H-Lv_r0","0","M","H","Lv","Lv",50,13,13,1,"Neutral","Different shape",20,7
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377129.43585,1600377173.85674,44.4208896160126,"33d2d102c55eab616f69731f80f59361","plots/svg/32a661921be0592163322a27fffb0d7f.svg","46","log","target-M-Lv_null-H-Lv_r0","0","M","H","Lv","Lv",50,13,14,0,"Uncertain","Clustering",20,7
"emily-log-1","","03f5397105d524e8af0e33e4f39a95a4","31-35","Female","Graduate Degree",1600377130.39564,1600377178.12829,47.7326416969299,"cfa150994c28aa3f4f786ef2c79d248d","plots/svg/b21d296f229330c50210253ef86d8343.svg","27","linear","target-E-Hv_null-M-Hv_r0","0","E","M","Hv","Hv",50,4,13,0,"Certain","Different slope",21,17
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377167.74778,1600377190.5578,22.8100185394287,"661a8f1c934cc9c6f56eeb04c7d3dcc7","plots/svg/69069df37899bcf8931fbd855735754a.svg","94","log","target-H-Hv_null-H-Hv_r1","1","H","H","Hv","Hv",50,16,11,0,"Uncertain","Clustering",20,13
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377173.87752,1600377197.46704,23.5895276069641,"661a8f1c934cc9c6f56eeb04c7d3dcc7","plots/svg/69069df37899bcf8931fbd855735754a.svg","94","log","target-H-Hv_null-H-Hv_r1","1","H","H","Hv","Hv",50,16,4,0,"Neutral","Outlier(s)",20,13
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377104.36849,1600377204.33838,99.9698901176453,"cfa150994c28aa3f4f786ef2c79d248d","plots/svg/b21d296f229330c50210253ef86d8343.svg","27","linear","target-E-Hv_null-M-Hv_r0","0","E","M","Hv","Hv",50,4,12,0,"Uncertain","Different shape",20,17
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377190.57609,1600377210.01314,19.4370517730713,"36cb6ea759ed100037a7c17fe7aef9f8","plots/svg/b19d869ea42c9da90b95bfb88880a4ba.svg","72","log","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,5,5,1,"Uncertain","Different shape",20,13
"emily-log-1","","03f5397105d524e8af0e33e4f39a95a4","31-35","Female","Graduate Degree",1600377178.15247,1600377220.04223,41.8897585868835,"33d2d102c55eab616f69731f80f59361","plots/svg/32a661921be0592163322a27fffb0d7f.svg","46","log","target-M-Lv_null-H-Lv_r0","0","M","H","Lv","Lv",50,13,2,0,"Very Uncertain","Clustering",21,7
"emily-log-1","","739b020f84bb5f75a62bdcd12cfec573","19-25","Female","Graduate Degree",1600377216.3074,1600377221.59406,5.28666567802429,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/510fa028a59619e7c4223a77fcd11481.svg","85","linear","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,2,0,"Certain","Different slope",1,15
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377130.98655,1600377224.7872,93.8006510734558,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/510fa028a59619e7c4223a77fcd11481.svg","85","linear","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,3,1,"Neutral","Different shape",20,15
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377204.35892,1600377229.41033,25.0514008998871,"33d2d102c55eab616f69731f80f59361","plots/svg/32a661921be0592163322a27fffb0d7f.svg","46","log","target-M-Lv_null-H-Lv_r0","0","M","H","Lv","Lv",50,13,13,1,"Neutral","Different slope",20,7
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377197.4911,1600377245.93609,48.4449925422668,"36cb6ea759ed100037a7c17fe7aef9f8","plots/svg/b19d869ea42c9da90b95bfb88880a4ba.svg","72","log","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,5,20,0,"Neutral","Clustering",20,13
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377210.03469,1600377246.99979,36.9651062488556,"530b0e75e0159cb73a662d174f128a8f","plots/svg/d8f0e9e7ad3bb85a35b66595afe99008.svg","30","log","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,1,1,1,"Uncertain","Different shape",20,13
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377229.43528,1600377260.02094,30.5856516361237,"661a8f1c934cc9c6f56eeb04c7d3dcc7","plots/svg/69069df37899bcf8931fbd855735754a.svg","94","log","target-H-Hv_null-H-Hv_r1","1","H","H","Hv","Hv",50,16,7,0,"Neutral","Different shape",20,13
"emily-log-1","","03f5397105d524e8af0e33e4f39a95a4","31-35","Female","Graduate Degree",1600377220.06911,1600377261.37364,41.3045303821564,"661a8f1c934cc9c6f56eeb04c7d3dcc7","plots/svg/69069df37899bcf8931fbd855735754a.svg","94","log","target-H-Hv_null-H-Hv_r1","1","H","H","Hv","Hv",50,16,8,0,"Uncertain","Outlier(s)",21,13
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377245.9618,1600377264.17616,18.2143652439117,"530b0e75e0159cb73a662d174f128a8f","plots/svg/d8f0e9e7ad3bb85a35b66595afe99008.svg","30","log","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,1,1,1,"Very Certain","Different shape, Different slope",20,13
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377260.03914,1600377273.67436,13.6352152824402,"36cb6ea759ed100037a7c17fe7aef9f8","plots/svg/b19d869ea42c9da90b95bfb88880a4ba.svg","72","log","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,5,5,1,"Certain","Different shape",20,13
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377224.80442,1600377280.86816,56.0637428760529,"cfa150994c28aa3f4f786ef2c79d248d","plots/svg/b21d296f229330c50210253ef86d8343.svg","27","linear","target-E-Hv_null-M-Hv_r0","0","E","M","Hv","Hv",50,4,5,0,"Uncertain","Clustering",20,17
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377273.6956,1600377285.99169,12.2960863113403,"530b0e75e0159cb73a662d174f128a8f","plots/svg/d8f0e9e7ad3bb85a35b66595afe99008.svg","30","log","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,1,1,1,"Certain","Different shape",20,13
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377264.1944,1600377289.24803,25.0536382198334,"e0429f830b75714190ff786bba9e999b","plots/svg/d856aee96b19ca683b0b65646639c34f.svg","89","linear","target-H-Hv_null-H-Lv_r0","0","H","H","Hv","Lv",50,11,20,0,"Uncertain","Clustering",20,11
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377280.89007,1600377304.75601,23.8659439086914,"33d2d102c55eab616f69731f80f59361","plots/svg/32a661921be0592163322a27fffb0d7f.svg","46","log","target-M-Lv_null-H-Lv_r0","0","M","H","Lv","Lv",50,13,13,1,"Certain","Different shape",20,7
"emily-log-1","","a93abfeb1c52b1c4b72fb112362a72d5","26-30","Male","Graduate Degree",1600377260.00998,1600377305.02044,45.0104629993439,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/510fa028a59619e7c4223a77fcd11481.svg","85","linear","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,18,0,"Certain","Outlier(s)",20,15
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377247.01932,1600377315.34278,68.3234601020813,"e0429f830b75714190ff786bba9e999b","plots/svg/d856aee96b19ca683b0b65646639c34f.svg","89","linear","target-H-Hv_null-H-Lv_r0","0","H","H","Hv","Lv",50,11,9,0,"Uncertain","Clustering",20,11
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377289.27282,1600377321.66839,32.3955631256104,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/1f0c085e1e37e13eb6200dc42da30060.svg","86","log","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,7,0,"Neutral","Clustering",20,7
"emily-log-1","","03f5397105d524e8af0e33e4f39a95a4","31-35","Female","Graduate Degree",1600377261.39242,1600377325.85588,64.4634535312653,"36cb6ea759ed100037a7c17fe7aef9f8","plots/svg/b19d869ea42c9da90b95bfb88880a4ba.svg","72","log","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,5,5,1,"Neutral","Different shape",21,13
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377286.01415,1600377326.99965,40.9854974746704,"e0429f830b75714190ff786bba9e999b","plots/svg/d856aee96b19ca683b0b65646639c34f.svg","89","linear","target-H-Hv_null-H-Lv_r0","0","H","H","Hv","Lv",50,11,10,0,"Neutral","Clustering",20,11
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377321.68888,1600377341.09584,19.4069566726685,"3c1f07d93ca68b4af9d77aeba87e98c6","plots/svg/7ae04c2c815b1efede8a68a7fc342cfc.svg","6","log","target-E-Lv_null-E-Hv_r0","0","E","E","Lv","Hv",50,15,12,0,"Certain","Different range",20,20
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377304.77573,1600377341.41192,36.6361873149872,"661a8f1c934cc9c6f56eeb04c7d3dcc7","plots/svg/69069df37899bcf8931fbd855735754a.svg","94","log","target-H-Hv_null-H-Hv_r1","1","H","H","Hv","Hv",50,16,10,0,"Uncertain","Different range",20,13
"emily-log-1","76.85.152.163","b23cef8f03bfceb9301ba6cd1045e3fa","26-30","Variant/Nonconforming","Some Undergraduate Courses",1600377314.28502,1600377341.47291,27.1878867149353,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/510fa028a59619e7c4223a77fcd11481.svg","85","linear","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,7,0,"Certain","Other, Variability",20,15
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377327.02133,1600377344.89264,17.8713181018829,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/1f0c085e1e37e13eb6200dc42da30060.svg","86","log","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,3,1,"Certain","Different shape",20,7
"emily-log-1","","03f5397105d524e8af0e33e4f39a95a4","31-35","Female","Graduate Degree",1600377325.88093,1600377346.62871,20.7477872371674,"530b0e75e0159cb73a662d174f128a8f","plots/svg/d8f0e9e7ad3bb85a35b66595afe99008.svg","30","log","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,1,1,1,"Certain","Different slope",21,13
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377341.43401,1600377364.17801,22.7439992427826,"36cb6ea759ed100037a7c17fe7aef9f8","plots/svg/b19d869ea42c9da90b95bfb88880a4ba.svg","72","log","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,5,5,1,"Certain","Different shape",20,13
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377344.91296,1600377371.35183,26.4388742446899,"3c1f07d93ca68b4af9d77aeba87e98c6","plots/svg/7ae04c2c815b1efede8a68a7fc342cfc.svg","6","log","target-E-Lv_null-E-Hv_r0","0","E","E","Lv","Hv",50,15,12,0,"Certain","Different range, Different shape",20,20
"emily-log-1","","03f5397105d524e8af0e33e4f39a95a4","31-35","Female","Graduate Degree",1600377346.6492,1600377376.97497,30.3257687091827,"e0429f830b75714190ff786bba9e999b","plots/svg/d856aee96b19ca683b0b65646639c34f.svg","89","linear","target-H-Hv_null-H-Lv_r0","0","H","H","Hv","Lv",50,11,13,0,"Neutral","Different range",21,11
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377341.11598,1600377377.00273,35.8867475986481,"e3874f0bfcd72b5524e511378a35e0de","plots/svg/dcfc2e1b4133f9014fae17549da5844c.svg","19","linear","target-E-Hv_null-E-Lv_r0","0","E","E","Hv","Lv",50,2,20,0,"Neutral","Different shape",20,12
"emily-log-1","","a93abfeb1c52b1c4b72fb112362a72d5","26-30","Male","Graduate Degree",1600377305.03908,1600377377.02785,71.988774061203,"cfa150994c28aa3f4f786ef2c79d248d","plots/svg/b21d296f229330c50210253ef86d8343.svg","27","linear","target-E-Hv_null-M-Hv_r0","0","E","M","Hv","Hv",50,4,7,0,"Neutral","Clustering",20,17
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377364.19791,1600377380.3254,16.1274929046631,"530b0e75e0159cb73a662d174f128a8f","plots/svg/d8f0e9e7ad3bb85a35b66595afe99008.svg","30","log","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,1,1,1,"Very Certain","Different shape",20,13
"emily-log-1","76.85.152.163","b23cef8f03bfceb9301ba6cd1045e3fa","26-30","Variant/Nonconforming","Some Undergraduate Courses",1600377341.53742,1600377384.31394,42.7765192985535,"7ca9d2655755d63440f26be8c1ad5b4d","plots/svg/68c67e6683ab42461c8419196da8ebfd.svg","33","linear","target-M-Lv_null-E-Lv_r0","0","M","E","Lv","Lv",50,10,10,1,"Neutral","Other, Variability",20,8
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377315.36401,1600377386.10133,70.7373123168945,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/1f0c085e1e37e13eb6200dc42da30060.svg","86","log","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,6,0,"Uncertain","Other, different variance around each x",20,7
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377371.37588,1600377397.62228,26.246401309967,"e3874f0bfcd72b5524e511378a35e0de","plots/svg/dcfc2e1b4133f9014fae17549da5844c.svg","19","linear","target-E-Hv_null-E-Lv_r0","0","E","E","Hv","Lv",50,2,1,0,"Neutral","Different slope",20,12
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377386.12148,1600377403.5543,17.4328203201294,"3c1f07d93ca68b4af9d77aeba87e98c6","plots/svg/7ae04c2c815b1efede8a68a7fc342cfc.svg","6","log","target-E-Lv_null-E-Hv_r0","0","E","E","Lv","Hv",50,15,12,0,"Neutral","Different range",20,20
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377377.02024,1600377409.73169,32.7114543914795,"e3874f0bfcd72b5524e511378a35e0de","plots/svg/938dfe3c0bb265cb903917a4f9620298.svg","20","log","target-E-Hv_null-E-Lv_r0","0","E","E","Hv","Lv",50,2,10,0,"Certain","Different shape",20,10
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377397.64096,1600377420.19333,22.5523748397827,"e3874f0bfcd72b5524e511378a35e0de","plots/svg/938dfe3c0bb265cb903917a4f9620298.svg","20","log","target-E-Hv_null-E-Lv_r0","0","E","E","Hv","Lv",50,2,1,0,"Neutral","Different shape, Different slope",20,10
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377409.74992,1600377421.41729,11.6673793792725,"a229f874d7cbbc5608a1eaf9c4ddf863","plots/svg/951e0a9f9655f3e6352d4e71484430c6.svg","92","log","target-H-Hv_null-H-Lv_r0","0","H","H","Hv","Lv",50,10,12,0,"Certain","Clustering",20,11
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377403.57518,1600377433.69408,30.1189060211182,"e3874f0bfcd72b5524e511378a35e0de","plots/svg/dcfc2e1b4133f9014fae17549da5844c.svg","19","linear","target-E-Hv_null-E-Lv_r0","0","E","E","Hv","Lv",50,2,11,0,"Uncertain","Different range",20,12
"emily-log-1","","03f5397105d524e8af0e33e4f39a95a4","31-35","Female","Graduate Degree",1600377376.99544,1600377437.92078,60.9253447055817,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/1f0c085e1e37e13eb6200dc42da30060.svg","86","log","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,13,0,"Neutral","Clustering",21,7
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377421.43993,1600377440.55277,19.1128401756287,"f7ca5c042249457f93d15e4335abe9b2","plots/svg/bb3c9debc0cf41cde3b1161617ba0416.svg","26","log","target-E-Hv_null-M-Hv_r0","0","E","M","Hv","Hv",50,8,8,1,"Certain","Different shape",20,10
"emily-log-1","","a93abfeb1c52b1c4b72fb112362a72d5","26-30","Male","Graduate Degree",1600377377.0454,1600377441.05223,64.0068297386169,"33d2d102c55eab616f69731f80f59361","plots/svg/32a661921be0592163322a27fffb0d7f.svg","46","log","target-M-Lv_null-H-Lv_r0","0","M","H","Lv","Lv",50,13,13,1,"Neutral","Different slope",20,7
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377380.34572,1600377444.47778,64.1320602893829,"e0429f830b75714190ff786bba9e999b","plots/svg/d856aee96b19ca683b0b65646639c34f.svg","89","linear","target-H-Hv_null-H-Lv_r0","0","H","H","Hv","Lv",50,11,11,1,"Very Uncertain","Different range",20,11
"emily-log-1","76.85.152.163","b23cef8f03bfceb9301ba6cd1045e3fa","26-30","Variant/Nonconforming","Some Undergraduate Courses",1600377384.33688,1600377446.99736,62.6604769229889,"858451f3078cc0df690e4007517001da","plots/svg/d38e3d82066e733983a3cbb0c0cfdde6.svg","37","linear","target-M-Lv_null-M-Lv_r1","1","M","M","Lv","Lv",50,9,12,0,"Neutral","Different shape",20,3
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377440.57184,1600377451.49923,10.927392244339,"195eecd1bd7203692cc7e897c310df57","plots/svg/0ff8410d375bee02b0162dd3495e8f42.svg","31","linear","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,2,2,1,"Very Certain","Different shape",20,17
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377444.5004,1600377465.43098,20.9305779933929,"cf621070be1f4481228a7de31e9e9a5f","plots/svg/1f0c085e1e37e13eb6200dc42da30060.svg","86","log","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,3,3,1,"Very Certain","Different shape",20,7
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377420.21357,1600377467.28231,47.0687415599823,"a229f874d7cbbc5608a1eaf9c4ddf863","plots/svg/951e0a9f9655f3e6352d4e71484430c6.svg","92","log","target-H-Hv_null-H-Lv_r0","0","H","H","Hv","Lv",50,10,16,0,"Uncertain","Different shape",20,11
"emily-log-1","","03c6d560019e730ce7b027c0f20c5e6b","19-25","Male","Graduate Degree",1600377451.52699,1600377475.65741,24.13041472435,"36cb6ea759ed100037a7c17fe7aef9f8","plots/svg/73cd74efdebedf3da386998cbbad41bb.svg","71","linear","target-H-Lv_null-M-Lv_r0","0","H","M","Lv","Lv",50,5,5,1,"Neutral","Different shape",20,15
"emily-log-1","76.85.152.163","b23cef8f03bfceb9301ba6cd1045e3fa","26-30","Variant/Nonconforming","Some Undergraduate Courses",1600377447.02632,1600377478.53222,31.5059065818787,"420fb834d5617d3f847b0605cfd35946","plots/svg/07a5a20a462f619330b51b9daefeaf8b.svg","88","log","target-H-Hv_null-M-Hv_r0","0","H","M","Hv","Hv",50,4,4,1,"Neutral","Outlier(s)",20,3
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377467.30225,1600377484.35457,17.0523273944855,"f7ca5c042249457f93d15e4335abe9b2","plots/svg/bb3c9debc0cf41cde3b1161617ba0416.svg","26","log","target-E-Hv_null-M-Hv_r0","0","E","M","Hv","Hv",50,8,8,1,"Certain","Different shape",20,10
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377433.71671,1600377486.38006,52.6633501052856,"e3874f0bfcd72b5524e511378a35e0de","plots/svg/938dfe3c0bb265cb903917a4f9620298.svg","20","log","target-E-Hv_null-E-Lv_r0","0","E","E","Hv","Lv",50,2,3,0,"Uncertain","Clustering",20,10
"emily-log-1","","e27074328b79b452ecdc10c7ed99e6a6","26-30","Female","Graduate Degree",1600377465.45196,1600377492.60353,27.1515638828278,"3c1f07d93ca68b4af9d77aeba87e98c6","plots/svg/7ae04c2c815b1efede8a68a7fc342cfc.svg","6","log","target-E-Lv_null-E-Hv_r0","0","E","E","Lv","Hv",50,15,12,0,"Certain","Different range",20,20
"emily-log-1","","03f5397105d524e8af0e33e4f39a95a4","31-35","Female","Graduate Degree",1600377437.94244,1600377496.8035,58.8610548973083,"3c1f07d93ca68b4af9d77aeba87e98c6","plots/svg/7ae04c2c815b1efede8a68a7fc342cfc.svg","6","log","target-E-Lv_null-E-Hv_r0","0","E","E","Lv","Hv",50,15,12,0,"Neutral","Different range",21,20
"emily-log-1","","07dadd09cb57fed241ee524e5205d77e","26-30","Female","Graduate Degree",1600377484.37655,1600377503.90021,19.52365899086,"195eecd1bd7203692cc7e897c310df57","plots/svg/0ff8410d375bee02b0162dd3495e8f42.svg","31","linear","target-E-Hv_null-H-Hv_r0","0","E","H","Hv","Hv",50,2,2,1,"Neutral","Different range, Outlier(s)",20,17
"emily-log-1","","a93abfeb1c52b1c4b72fb112362a72d5","26-30","Male","Graduate Degree",1600377441.0725,1600377508.26979,67.1972863674164,"661a8f1c934cc9c6f56eeb04c7d3dcc7","plots/svg/69069df37899bcf8931fbd855735754a.svg","94","log","target-H-Hv_null-H-Hv_r1","1","H","H","Hv","Hv",50,16,6,0,"Neutral","Outlier(s)",20,13
"emily-log-1","","9a3d5d853396f7ac025dbc061cf14d2d","19-25","Female","Some Graduate Courses",1600377486.39924,1600377508.66463,22.2653851509094,"a229f874d7cbbc5608a1eaf9c4ddf863","plots/svg/951e0a9f9655f3e6352d4e71484430c6.svg","92","log","target-H-Hv_null-H-Lv_r0","0","H","H","Hv","Lv",50,10,12,0,"Neutral","Clustering",20,11
