"pic_id","sample_size","test_param","param_value","p_value","obs_plot_location","pic_name","experiment","difficulty","data_name"
42,20,"log","target-M-Hv_null-M-Lv_r0",1,6,"plots/svg/a0b2cc3a072d0fd768258dd9c2968baa.svg","emily-log-1",221,"86a3869e99f26ae37d59a62de2736470"
43,20,"linear","target-M-Hv_null-M-Lv_r0",1,18,"plots/svg/c74eb30bec5ee49fce4ca67ff5e1eb4e.svg","emily-log-1",121,"10e346f9a2970733c16d308a34dee392"
44,20,"log","target-M-Hv_null-M-Lv_r0",1,18,"plots/svg/2b3c4754b801b34b502d58778e72131c.svg","emily-log-1",221,"10e346f9a2970733c16d308a34dee392"
45,20,"linear","target-M-Hv_null-H-Hv_r0",1,20,"plots/svg/667ad8581138960ddb614ec6b38b53d2.svg","emily-log-1",124,"c01fdc029226cac05b9e439f6fac8599"
46,20,"log","target-M-Hv_null-H-Hv_r0",1,20,"plots/svg/40ff0c51d8193001e5449dd521b8d4f8.svg","emily-log-1",224,"c01fdc029226cac05b9e439f6fac8599"
47,20,"linear","target-M-Hv_null-H-Hv_r0",1,2,"plots/svg/9cbdd27e9a5ecc83b2ee70e51eb41d29.svg","emily-log-1",124,"a410d78fed90fbc2c7b11b5c94a719c0"
48,20,"log","target-M-Hv_null-H-Hv_r0",1,2,"plots/svg/615044dbbb49fcfd517f77488f816d17.svg","emily-log-1",224,"a410d78fed90fbc2c7b11b5c94a719c0"
49,20,"linear","target-H-Lv_null-E-Lv_r0",1,1,"plots/svg/386b04e8f57e66687f3bdb700c9aaddf.svg","emily-log-1",125,"2d5852d1496381b950d49a70123d567e"
50,20,"log","target-H-Lv_null-E-Lv_r0",1,1,"plots/svg/4fd9ee0bb1db83996190c1ebcf25ccd4.svg","emily-log-1",225,"2d5852d1496381b950d49a70123d567e"
51,20,"linear","target-H-Lv_null-E-Lv_r0",1,3,"plots/svg/b7c43ef162226ac1bc0b35fc1edcc842.svg","emily-log-1",125,"fca547b66f4d30d92ffd5a5a8561f714"
52,20,"log","target-H-Lv_null-E-Lv_r0",1,3,"plots/svg/7a651d3337d641d515288091397b383a.svg","emily-log-1",225,"fca547b66f4d30d92ffd5a5a8561f714"
53,20,"linear","target-H-Lv_null-M-Lv_r0",1,6,"plots/svg/3600aead4f38351030ecafc923f65f23.svg","emily-log-1",127,"fb6344bf5766d5b855e7c36025b90b4c"
54,20,"log","target-H-Lv_null-M-Lv_r0",1,6,"plots/svg/764fbfb625b1ac030ffb01ff07868ecd.svg","emily-log-1",227,"fb6344bf5766d5b855e7c36025b90b4c"
55,20,"linear","target-H-Lv_null-M-Lv_r0",1,19,"plots/svg/5ad1eb5ec7c94d91509af8936fef8aac.svg","emily-log-1",127,"b393603111682cc399aa5a45d9dbcbba"
56,20,"log","target-H-Lv_null-M-Lv_r0",1,19,"plots/svg/1c3e51a6fae68f32ccab4199fa171b41.svg","emily-log-1",227,"b393603111682cc399aa5a45d9dbcbba"
57,20,"linear","target-H-Lv_null-H-Hv_r0",1,18,"plots/svg/e2ba4e89f46bd6deb8aa14b9aea60db5.svg","emily-log-1",130,"aa6aaebebac058ac0ece0fc2b22b2c99"
58,20,"log","target-H-Lv_null-H-Hv_r0",1,18,"plots/svg/fef1f9111d3746b553a21a3070ef36e8.svg","emily-log-1",230,"aa6aaebebac058ac0ece0fc2b22b2c99"
59,20,"linear","target-H-Lv_null-H-Hv_r0",1,11,"plots/svg/0a3f530423030fdebe632b2bb4f3c330.svg","emily-log-1",130,"a7dd38a773c9c99c17d17ed0950cec95"
60,20,"log","target-H-Lv_null-H-Hv_r0",1,11,"plots/svg/e52538f1d697fc060ad6090f831e5d2b.svg","emily-log-1",230,"a7dd38a773c9c99c17d17ed0950cec95"
61,20,"linear","target-H-Hv_null-E-Hv_r0",1,3,"plots/svg/1fe4a7c40e2ed87248592e41da772838.svg","emily-log-1",132,"db32a54922438465fb373546c57becfd"
62,20,"log","target-H-Hv_null-E-Hv_r0",1,3,"plots/svg/50a23c19d0e99f1e409a4fd72a9a5654.svg","emily-log-1",232,"db32a54922438465fb373546c57becfd"
63,20,"linear","target-H-Hv_null-E-Hv_r0",1,10,"plots/svg/b95be0fa30843f262bdf95109b00eb71.svg","emily-log-1",132,"dfb64daba5c17d024904224f597f6f98"
64,20,"log","target-H-Hv_null-E-Hv_r0",1,10,"plots/svg/6c25af5433481d43a6bdfa03722a6206.svg","emily-log-1",232,"dfb64daba5c17d024904224f597f6f98"
65,20,"linear","target-H-Hv_null-M-Hv_r0",1,18,"plots/svg/a4dd9b6b633fa3c38540c6c40efea53b.svg","emily-log-1",134,"e887025e7801806b63577c2a13db2eef"
66,20,"log","target-H-Hv_null-M-Hv_r0",1,18,"plots/svg/a5538d39099fafda655736b733a29176.svg","emily-log-1",234,"e887025e7801806b63577c2a13db2eef"
67,20,"linear","target-H-Hv_null-M-Hv_r0",1,18,"plots/svg/c9301c70c9d21ee03362b1510b2e6a60.svg","emily-log-1",134,"08523161e3d761b08bd387f86feda386"
68,20,"log","target-H-Hv_null-M-Hv_r0",1,18,"plots/svg/0eda69073780d29a0939f056c859adf9.svg","emily-log-1",234,"08523161e3d761b08bd387f86feda386"
69,20,"linear","target-H-Hv_null-H-Lv_r0",1,6,"plots/svg/2616b19fc9afe0fc956b0d1f89f2cf73.svg","emily-log-1",135,"281b416f17dc8bc65673e3a63c0e6367"
70,20,"log","target-H-Hv_null-H-Lv_r0",1,6,"plots/svg/746fe518e802d8eca35cda5dfca88af5.svg","emily-log-1",235,"281b416f17dc8bc65673e3a63c0e6367"
71,20,"linear","target-H-Hv_null-H-Lv_r0",1,1,"plots/svg/82d94e6df48b7eeed9a7f30a65878f8a.svg","emily-log-1",135,"7b35089cc3ab7712c3f60bf4bfe11dc5"
72,20,"log","target-H-Hv_null-H-Lv_r0",1,1,"plots/svg/05c24dd34a9a4320e9c673494a3bbecd.svg","emily-log-1",235,"7b35089cc3ab7712c3f60bf4bfe11dc5"
