pic_id,sample_size,test_param,param_value,p_value,obs_plot_location,pic_name,experiment,difficulty,data_name
49,20,linear,target-M-Lv_null-H-Lv_r0,1,13,plots/svg/e28334a5c29c3e17e7d5c776ca5d7ca5.svg,emily-log-1,117,763200f8499310c3497009b8dd59732b
50,20,log,target-M-Lv_null-H-Lv_r0,1,13,plots/svg/da7bc49a704d5909c614c1f09222d5cf.svg,emily-log-1,217,763200f8499310c3497009b8dd59732b
51,20,linear,target-M-Lv_null-H-Lv_r0,1,16,plots/svg/b98e119511d0a8689b621903130b6e36.svg,emily-log-1,117,d590fae4e2a592178cd892819e856bc9
52,20,log,target-M-Lv_null-H-Lv_r0,1,16,plots/svg/e08941775bbb263f801985ba260d78ef.svg,emily-log-1,217,d590fae4e2a592178cd892819e856bc9
53,20,linear,target-M-Lv_null-H-Lv_r0,1,4,plots/svg/888f45ac7401e4111f2e28716bcb1199.svg,emily-log-1,117,eff8368955d7e37b219b10ca721b362e
54,20,log,target-M-Lv_null-H-Lv_r0,1,4,plots/svg/e012eb8763c1816d0c63e8fa3e4f92ee.svg,emily-log-1,217,eff8368955d7e37b219b10ca721b362e
55,20,linear,target-M-Hv_null-E-Hv_r0,1,16,plots/svg/8ecb620ab1dfe7de899fbe7588493b8d.svg,emily-log-1,120,8613b6584132f8a80a9faebb7127f7ba
56,20,log,target-M-Hv_null-E-Hv_r0,1,16,plots/svg/ab0886cfc77f70c72ea05ee98f43d538.svg,emily-log-1,220,8613b6584132f8a80a9faebb7127f7ba
57,20,linear,target-M-Hv_null-E-Hv_r0,1,10,plots/svg/b4f42f249cc6836eb53fca45429d6e88.svg,emily-log-1,120,b55674bba03125fd3937ac0ffb5345ea
58,20,log,target-M-Hv_null-E-Hv_r0,1,10,plots/svg/856c32af9ec67851cd89041635f5b7d6.svg,emily-log-1,220,b55674bba03125fd3937ac0ffb5345ea
59,20,linear,target-M-Hv_null-E-Hv_r0,1,6,plots/svg/624cb17d128301b385f7ba32baa8139f.svg,emily-log-1,120,e21dc9101e6b1c2ad068733345a9ebbe
60,20,log,target-M-Hv_null-E-Hv_r0,1,6,plots/svg/cd20d5f93c3a68412c53d257e3397040.svg,emily-log-1,220,e21dc9101e6b1c2ad068733345a9ebbe
61,20,linear,target-M-Hv_null-M-Lv_r0,1,5,plots/svg/34d3f47b44d4f654ae30338422e709f1.svg,emily-log-1,121,90c05292d83cb418399835cf506f4aba
62,20,log,target-M-Hv_null-M-Lv_r0,1,5,plots/svg/fce4a2db7c9cd93cac97ce92ed189895.svg,emily-log-1,221,90c05292d83cb418399835cf506f4aba
63,20,linear,target-M-Hv_null-M-Lv_r0,1,13,plots/svg/73ecd4fbe89341d5f73389da47133269.svg,emily-log-1,121,343bef67c889309c25041a77f5a43602
64,20,log,target-M-Hv_null-M-Lv_r0,1,13,plots/svg/8f0e91b6540664a30dfc4061e23d1d23.svg,emily-log-1,221,343bef67c889309c25041a77f5a43602
65,20,linear,target-M-Hv_null-M-Lv_r0,1,11,plots/svg/27442927946d468a9343afb7388c6754.svg,emily-log-1,121,41f0f347aa9d99a7eb4bd431cb00caf1
66,20,log,target-M-Hv_null-M-Lv_r0,1,11,plots/svg/5cb4f27eedbbb6e5ef03dfe4103a4beb.svg,emily-log-1,221,41f0f347aa9d99a7eb4bd431cb00caf1
67,20,linear,target-M-Hv_null-H-Hv_r0,1,12,plots/svg/0f7ce43a4ba6c23250817d2537a4d7a5.svg,emily-log-1,124,0c7ed97062b24e13e1c306fc06c0ff29
68,20,log,target-M-Hv_null-H-Hv_r0,1,12,plots/svg/518983db9c06c41fcdf6c589ba33de88.svg,emily-log-1,224,0c7ed97062b24e13e1c306fc06c0ff29
69,20,linear,target-M-Hv_null-H-Hv_r0,1,11,plots/svg/2de06fe0cad45a9b9103082503e9093d.svg,emily-log-1,124,0d2e3474eb80b9d42d2038b196c3ce8c
70,20,log,target-M-Hv_null-H-Hv_r0,1,11,plots/svg/f05bb09efaf6a94032dace85c92bcf17.svg,emily-log-1,224,0d2e3474eb80b9d42d2038b196c3ce8c
71,20,linear,target-M-Hv_null-H-Hv_r0,1,1,plots/svg/187a3137d301e9fa68d5052a23a61c32.svg,emily-log-1,124,450dcc14ade19495c6adefdd87aacec5
72,20,log,target-M-Hv_null-H-Hv_r0,1,1,plots/svg/6288c21292f599adb1ace9c4a9265862.svg,emily-log-1,224,450dcc14ade19495c6adefdd87aacec5
73,20,linear,target-H-Lv_null-E-Lv_r0,1,8,plots/svg/23fb91b9e18d3fc91def7c7df391d03b.svg,emily-log-1,125,ee5fc67106e89d56a6b1271d59f11820
74,20,log,target-H-Lv_null-E-Lv_r0,1,8,plots/svg/7de5ef19b7144943ac2facc97bd4ae75.svg,emily-log-1,225,ee5fc67106e89d56a6b1271d59f11820
75,20,linear,target-H-Lv_null-E-Lv_r0,1,16,plots/svg/19ad6e4e227b4ebd4d69b9d45a3e930d.svg,emily-log-1,125,13169513e9887b20d58ad1877813f94b
76,20,log,target-H-Lv_null-E-Lv_r0,1,16,plots/svg/cfd33f8d56e3da899ee4bc59fe7d3107.svg,emily-log-1,225,13169513e9887b20d58ad1877813f94b
77,20,linear,target-H-Lv_null-E-Lv_r0,1,13,plots/svg/d25b0f61930b9bf40717095f228c0b11.svg,emily-log-1,125,1fc8a82521319e7251fc154ef94f0728
78,20,log,target-H-Lv_null-E-Lv_r0,1,13,plots/svg/72dbf89581e2afb632018b32c1f0d891.svg,emily-log-1,225,1fc8a82521319e7251fc154ef94f0728
79,20,linear,target-H-Lv_null-M-Lv_r0,1,14,plots/svg/6919b12f0dff0eed952878a1ec73ef05.svg,emily-log-1,127,625b7cfa1032c5faa9ac8e496002c307
80,20,log,target-H-Lv_null-M-Lv_r0,1,14,plots/svg/096b7bba47259180a11a63557e5faa31.svg,emily-log-1,227,625b7cfa1032c5faa9ac8e496002c307
81,20,linear,target-H-Lv_null-M-Lv_r0,1,4,plots/svg/c50b7a05b857b7fcdc0885a2924c33df.svg,emily-log-1,127,b46cf14364e6136eaadd1fd333503320
82,20,log,target-H-Lv_null-M-Lv_r0,1,4,plots/svg/692e628ea0e9c077687061eefcc458bf.svg,emily-log-1,227,b46cf14364e6136eaadd1fd333503320
83,20,linear,target-H-Lv_null-M-Lv_r0,1,11,plots/svg/21d90ee804bdffd4afa0bee06f9b5125.svg,emily-log-1,127,e8779b1693aa4d8d0037957e0233bfc6
84,20,log,target-H-Lv_null-M-Lv_r0,1,11,plots/svg/d5c881bcefa7fe4e22f73c6a5a3428c6.svg,emily-log-1,227,e8779b1693aa4d8d0037957e0233bfc6
85,20,linear,target-H-Lv_null-H-Hv_r0,1,20,plots/svg/094253141cebe9841ac00e571c50125f.svg,emily-log-1,130,b2d4f680ce610c1a39f056650b644a4f
86,20,log,target-H-Lv_null-H-Hv_r0,1,20,plots/svg/b5b6e410a254f3b8d028f4836bd660c6.svg,emily-log-1,230,b2d4f680ce610c1a39f056650b644a4f
87,20,linear,target-H-Lv_null-H-Hv_r0,1,18,plots/svg/fba8d694827942d6b581b1d5f01775e6.svg,emily-log-1,130,ab256c57c493c82e87393d236869966c
88,20,log,target-H-Lv_null-H-Hv_r0,1,18,plots/svg/e2f19dfd65a7b0c02ca0e72925812805.svg,emily-log-1,230,ab256c57c493c82e87393d236869966c
89,20,linear,target-H-Lv_null-H-Hv_r0,1,13,plots/svg/f96b0d58f102bf93ad5317d2e63a26e5.svg,emily-log-1,130,0a6b3312efafd26c643fd15f4a32576c
90,20,log,target-H-Lv_null-H-Hv_r0,1,13,plots/svg/64ce84830b449ca50e24605d3d24f415.svg,emily-log-1,230,0a6b3312efafd26c643fd15f4a32576c
91,20,linear,target-H-Hv_null-E-Hv_r0,1,8,plots/svg/b644ed9162d4bed6c020881b588f062b.svg,emily-log-1,132,71114a93ebd919a5c54611cc8ec997d4
92,20,log,target-H-Hv_null-E-Hv_r0,1,8,plots/svg/c6ff1d70454534238b34e21431723969.svg,emily-log-1,232,71114a93ebd919a5c54611cc8ec997d4
93,20,linear,target-H-Hv_null-E-Hv_r0,1,4,plots/svg/885b24d19d3efa3fceeac92e531b06f3.svg,emily-log-1,132,b8c1e135afb01a9143bb3eba66f38cc6
94,20,log,target-H-Hv_null-E-Hv_r0,1,4,plots/svg/a536f3e934a80655f90e5f07fb2e6373.svg,emily-log-1,232,b8c1e135afb01a9143bb3eba66f38cc6
95,20,linear,target-H-Hv_null-E-Hv_r0,1,14,plots/svg/8ec4a310330166947916cff267a87e6c.svg,emily-log-1,132,3fca414fa57961b2824df0994b661f73
96,20,log,target-H-Hv_null-E-Hv_r0,1,14,plots/svg/05bcb944bfd805284c197610af4e77fb.svg,emily-log-1,232,3fca414fa57961b2824df0994b661f73
97,20,linear,target-H-Hv_null-M-Hv_r0,1,5,plots/svg/5a776e1f0513743412859b352e83fcba.svg,emily-log-1,134,a8408ea4ed4902d9db87b2a9122aa195
98,20,log,target-H-Hv_null-M-Hv_r0,1,5,plots/svg/c40547ba64362854e3d801e89600b488.svg,emily-log-1,234,a8408ea4ed4902d9db87b2a9122aa195
99,20,linear,target-H-Hv_null-M-Hv_r0,1,16,plots/svg/69853c147d4995e927b94b171386f7d8.svg,emily-log-1,134,578195a512b85fc6343c7c3e3c9c12f8
100,20,log,target-H-Hv_null-M-Hv_r0,1,16,plots/svg/89c1ab676d328fd761ec0800ae5007a3.svg,emily-log-1,234,578195a512b85fc6343c7c3e3c9c12f8
101,20,linear,target-H-Hv_null-M-Hv_r0,1,3,plots/svg/57153b971a479a13e5f204694d6871a7.svg,emily-log-1,134,a90fa0eacb15bcaab46af081dc3190a9
102,20,log,target-H-Hv_null-M-Hv_r0,1,3,plots/svg/3cba8a2836c56ed7830fac3730124212.svg,emily-log-1,234,a90fa0eacb15bcaab46af081dc3190a9
103,20,linear,target-H-Hv_null-H-Lv_r0,1,4,plots/svg/6407ba08adeea95d344e6aac0a6b8048.svg,emily-log-1,135,642fff1ee46cdfedb839d20681cb9b12
104,20,log,target-H-Hv_null-H-Lv_r0,1,4,plots/svg/e7d0564e62514824e49d3bb39876bd4a.svg,emily-log-1,235,642fff1ee46cdfedb839d20681cb9b12
105,20,linear,target-H-Hv_null-H-Lv_r0,1,4,plots/svg/673bae4f4630aeac45bfda05eec58a1b.svg,emily-log-1,135,7a585db17379421ff88122b31dd4fd58
106,20,log,target-H-Hv_null-H-Lv_r0,1,4,plots/svg/bfe180ec5ef475a9f58dfb4132deda4e.svg,emily-log-1,235,7a585db17379421ff88122b31dd4fd58
107,20,linear,target-H-Hv_null-H-Lv_r0,1,7,plots/svg/c4da558f7725d6435ebe71711d1e2d57.svg,emily-log-1,135,a9e2c7024365b04583482c10af508592
108,20,log,target-H-Hv_null-H-Lv_r0,1,7,plots/svg/a1b78fde8bbc4847591f826bfcce5783.svg,emily-log-1,235,a9e2c7024365b04583482c10af508592
